top_type,top_color,top_usage,top_season,bottom_type,bottom_color,bottom_usage,bottom_season,shoe_type,shoe_color,shoe_usage,shoe_season,compatibility_score,compatibility_label
Tshirts,Green,Casual,Summer,Track Pants,Black,Casual,Spring,Casual Shoes,Black,Casual,Summer,73,Moderately Compatible
Shirts,Purple,Formal,Fall,Trousers,Cream,Formal,Fall,Casual Shoes,Brown,Casual,Summer,39,Poor Match
Tshirts,Charcoal,Casual,Summer,Trousers,Grey,Formal,Fall,Casual Shoes,Brown,Casual,Winter,43,Poor Match
Shirts,Blue,Casual,Fall,Shorts,Black,Casual,Summer,Casual Shoes,Grey,Casual,Winter,62,Moderately Compatible
Tshirts,Black,Casual,Summer,Trousers,Blue,Formal,Fall,Casual Shoes,White,Casual,Fall,48,Poor Match
Tshirts,Pink,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,Black,Sports,Summer,67,Moderately Compatible
Tshirts,Grey,Casual,Fall,Shorts,Grey,Casual,Summer,Casual Shoes,Charcoal,Casual,Fall,72,Moderately Compatible
Tshirts,Purple,Casual,Fall,Track Pants,Black,Casual,Fall,Sports Shoes,Blue,Sports,Summer,52,Poor Match
Shirts,Purple,Formal,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,22,Poor Match
Shirts,Olive,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall,63,Moderately Compatible
Tshirts,Grey,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,Grey,Sports,Summer,83,Highly Compatible
Tshirts,Green,Casual,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,Black,Sports,Summer,71,Moderately Compatible
Shirts,Blue,Formal,Summer,Trousers,Cream,Formal,Fall,Sports Shoes,Black,Sports,Spring,31,Poor Match
Tshirts,Black,Casual,Summer,Track Pants,Grey,Casual,Fall,Casual Shoes,Black,Casual,Fall,83,Highly Compatible
Shirts,Red,Casual,Fall,Track Pants,Black,Sports,Fall,Casual Shoes,Brown,Casual,Winter,48,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,White,Casual,Summer,78,Moderately Compatible
Shirts,Purple,Formal,Fall,Shorts,Grey,Sports,Fall,Sports Shoes,Black,Sports,Summer,47,Poor Match
Tshirts,Green,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall,70,Moderately Compatible
Tshirts,Blue,Casual,Summer,Shorts,Black,Casual,Fall,Sports Shoes,Black,Sports,Summer,53,Poor Match
Tshirts,Green,Casual,Fall,Shorts,Beige,Casual,Fall,Casual Shoes,Black,Casual,Fall,82,Highly Compatible
Shirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,51,Poor Match
Tshirts,Pink,Casual,Summer,Trousers,Blue,Formal,Fall,Sports Shoes,White,Sports,Fall,24,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Silver,Sports,Summer,52,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,79,Moderately Compatible
Tshirts,Pink,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,Beige,Casual,Winter,53,Poor Match
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer,80,Highly Compatible
Tshirts,White,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Black,Casual,Fall,72,Moderately Compatible
Sweatshirts,Purple,Casual,Fall,Shorts,Grey,Sports,Fall,Sports Shoes,Black,Sports,Summer,52,Poor Match
Tshirts,Blue,Casual,Summer,Shorts,Navy Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,60,Moderately Compatible
Shirts,Black,Casual,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,White,Sports,Summer,73,Moderately Compatible
Tshirts,Grey,Casual,Summer,Trousers,Brown,Casual,Summer,Sports Shoes,Blue,Sports,Summer,62,Moderately Compatible
Shirts,Green,Casual,Summer,Shorts,Red,Casual,Fall,Casual Shoes,Grey,Casual,Fall,61,Moderately Compatible
Shirts,Purple,Casual,Fall,Shorts,Beige,Casual,Fall,Casual Shoes,Brown,Casual,Summer,68,Moderately Compatible
Tshirts,Navy Blue,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Red,Casual,Winter,47,Poor Match
Tshirts,Green,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,White,Casual,Fall,51,Poor Match
Tshirts,Blue,Casual,Summer,Trousers,Grey,Casual,Fall,Sports Shoes,White,Sports,Summer,47,Poor Match
Jackets,Red,Sports,Fall,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Spring,53,Poor Match
Tshirts,Grey,Casual,Fall,Track Pants,Grey,Casual,Summer,Casual Shoes,Brown,Casual,Winter,71,Moderately Compatible
Tshirts,Blue,Sports,Fall,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer,23,Poor Match
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,92,Highly Compatible
Tshirts,White,Casual,Summer,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Summer,63,Moderately Compatible
Tshirts,Navy Blue,Casual,Summer,Shorts,Black,Sports,Summer,Casual Shoes,White,Casual,Summer,73,Moderately Compatible
Tshirts,Purple,Casual,Summer,Track Pants,Grey,Casual,Fall,Sports Shoes,White,Sports,Summer,61,Moderately Compatible
Jackets,Red,Casual,Fall,Shorts,Grey,Casual,Summer,Sports Shoes,Blue,Sports,Fall,40,Poor Match
Tshirts,Grey,Casual,Fall,Shorts,Grey,Casual,Summer,Sports Shoes,Black,Sports,Summer,58,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,87,Highly Compatible
Tshirts,Burgundy,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Brown,Casual,Winter,38,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Black,Casual,Fall,Sports Shoes,Black,Sports,Fall,63,Moderately Compatible
Shirts,Red,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Charcoal,Casual,Fall,63,Moderately Compatible
Shirts,Purple,Formal,Fall,Trousers,Khaki,Casual,Fall,Sports Shoes,White,Sports,Summer,25,Poor Match
Shirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Silver,Sports,Summer,40,Poor Match
Tshirts,Black,Sports,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Casual,Summer,50,Poor Match
Jackets,Red,Sports,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Grey,Sports,Summer,42,Poor Match
Jackets,Blue,Sports,Fall,Shorts,Black,Casual,Summer,Sports Shoes,Black,Sports,Summer,48,Poor Match
Shirts,Purple,Casual,Fall,Shorts,Grey,Casual,Summer,Sports Shoes,Blue,Sports,Summer,38,Poor Match
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Blue,Casual,Summer,78,Moderately Compatible
Shirts,Navy Blue,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Fall,73,Moderately Compatible
Shirts,Green,Casual,Summer,Trousers,Brown,Casual,Fall,Casual Shoes,Navy Blue,Casual,Fall,68,Moderately Compatible
Tshirts,Red,Casual,Fall,Shorts,Beige,Casual,Fall,Casual Shoes,Black,Casual,Summer,67,Moderately Compatible
Tshirts,Navy Blue,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,62,Moderately Compatible
Tshirts,White,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,White,Casual,Summer,75,Moderately Compatible
Jackets,Red,Sports,Fall,Shorts,Beige,Casual,Fall,Sports Shoes,White,Sports,Fall,63,Moderately Compatible
Tshirts,Black,Casual,Summer,Shorts,Grey,Sports,Summer,Casual Shoes,Black,Casual,Fall,62,Moderately Compatible
Shirts,Purple,Casual,Summer,Shorts,Black,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer,72,Moderately Compatible
Shirts,Navy Blue,Casual,Summer,Track Pants,Navy Blue,Sports,Summer,Sports Shoes,Grey,Sports,Fall,57,Poor Match
Tshirts,White,Casual,Summer,Trousers,Black,Formal,Summer,Casual Shoes,Black,Casual,Summer,86,Highly Compatible
Tshirts,Grey,Casual,Summer,Track Pants,Navy Blue,Sports,Summer,Sports Shoes,Black,Sports,Spring,73,Moderately Compatible
Jackets,Red,Sports,Fall,Shorts,Red,Casual,Fall,Sports Shoes,Black,Sports,Summer,39,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Grey,Sports,Summer,Sports Shoes,Black,Sports,Summer,72,Moderately Compatible
Tshirts,White,Casual,Fall,Track Pants,Navy Blue,Sports,Summer,Casual Shoes,Brown,Casual,Summer,73,Moderately Compatible
Tshirts,Burgundy,Casual,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,Black,Casual,Fall,67,Moderately Compatible
Shirts,Purple,Formal,Fall,Shorts,Navy Blue,Sports,Fall,Casual Shoes,Brown,Casual,Winter,33,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Grey,Casual,Summer,Sports Shoes,White,Sports,Fall,58,Poor Match
Tshirts,Grey,Casual,Summer,Shorts,Black,Sports,Fall,Sports Shoes,White,Sports,Summer,75,Moderately Compatible
Tshirts,Maroon,Sports,Summer,Trousers,Khaki,Formal,Fall,Casual Shoes,Brown,Casual,Winter,15,Poor Match
Tshirts,Blue,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,47,Poor Match
Kurtas,Maroon,Ethnic,Summer,Shorts,Black,Casual,Fall,Sports Shoes,Grey,Sports,Fall,32,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Red,Casual,Fall,Casual Shoes,Red,Sports,Summer,38,Poor Match
Tshirts,Black,Sports,Fall,Shorts,Grey,Sports,Summer,Sports Shoes,White,Sports,Summer,78,Moderately Compatible
Tshirts,Navy Blue,Sports,Summer,Track Pants,Black,Casual,Summer,Casual Shoes,White,Casual,Spring,58,Poor Match
Tshirts,Grey,Sports,Summer,Jeans,Blue,Casual,Winter,Sports Shoes,Grey,Sports,Summer,49,Poor Match
Tshirts,Pink,Casual,Summer,Trousers,Green,Casual,Fall,Sports Shoes,White,Sports,Summer,42,Poor Match
Tshirts,Grey,Sports,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Blue,Sports,Summer,40,Poor Match
Tshirts,Purple,Casual,Fall,Shorts,Red,Sports,Summer,Casual Shoes,White,Casual,Spring,27,Poor Match
Tshirts,Grey,Casual,Fall,Shorts,Black,Casual,Fall,Sports Shoes,White,Sports,Summer,72,Moderately Compatible
Tshirts,Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Casual,Summer,70,Moderately Compatible
Jackets,Red,Sports,Fall,Shorts,Red,Casual,Fall,Casual Shoes,Black,Casual,Summer,41,Poor Match
Tshirts,Black,Casual,Summer,Track Pants,Black,Casual,Spring,Sports Shoes,Red,Sports,Summer,63,Moderately Compatible
Tshirts,Green,Casual,Summer,Jeans,Black,Casual,Summer,Casual Shoes,Blue,Casual,Fall,68,Moderately Compatible
Tshirts,Black,Sports,Fall,Trousers,Black,Casual,Fall,Sports Shoes,White,Casual,Summer,60,Moderately Compatible
Tshirts,White,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Blue,Casual,Fall,63,Moderately Compatible
Shirts,Black,Casual,Summer,Trousers,Grey,Casual,Fall,Casual Shoes,Brown,Casual,Winter,71,Moderately Compatible
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,White,Casual,Fall,80,Highly Compatible
Tshirts,Grey,Casual,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,Brown,Casual,Winter,80,Highly Compatible
Tshirts,Purple,Casual,Summer,Track Pants,Grey,Casual,Summer,Casual Shoes,Mushroom Brown,Casual,Winter,58,Poor Match
Tshirts,Maroon,Sports,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,White,Sports,Summer,62,Moderately Compatible
Tshirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,72,Moderately Compatible
Shirts,White,Casual,Fall,Shorts,Black,Sports,Fall,Casual Shoes,Black,Casual,Fall,84,Highly Compatible
Shirts,White,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Red,Casual,Winter,54,Poor Match
Tshirts,Burgundy,Casual,Summer,Trousers,Khaki,Casual,Fall,Formal Shoes,Black,Formal,Winter,28,Poor Match
Tshirts,Grey,Sports,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,58,Poor Match
Shirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,73,Moderately Compatible
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Brown,Casual,Winter,71,Moderately Compatible
Shirts,Red,Casual,Summer,Shorts,Black,Casual,Fall,Sports Shoes,Black,Sports,Summer,52,Poor Match
Jackets,Red,Casual,Fall,Jeans,Blue,Casual,Winter,Casual Shoes,Brown,Casual,Winter,61,Moderately Compatible
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer,47,Poor Match
Tshirts,Green,Casual,Fall,Track Pants,Black,Casual,Summer,Sports Shoes,Blue,Sports,Summer,48,Poor Match
Jackets,Red,Casual,Fall,Shorts,Black,Casual,Summer,Casual Shoes,Blue,Casual,Fall,58,Poor Match
Tshirts,Blue,Sports,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,38,Poor Match
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,White,Sports,Summer,52,Poor Match
Sweatshirts,Black,Casual,Fall,Shorts,Beige,Casual,Fall,Casual Shoes,Black,Casual,Summer,83,Highly Compatible
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,83,Highly Compatible
Tshirts,Navy Blue,Sports,Summer,Jeans,Navy Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,60,Moderately Compatible
Tshirts,White,Casual,Summer,Track Pants,Grey,Casual,Fall,Sports Shoes,Black,Sports,Summer,70,Moderately Compatible
Shirts,Red,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,62,Moderately Compatible
Tshirts,Black,Casual,Summer,Track Pants,Grey,Casual,Summer,Casual Shoes,Black,Casual,Fall,83,Highly Compatible
Tshirts,Orange,Casual,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Brown,Casual,Winter,58,Poor Match
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Winter,Casual Shoes,Grey,Casual,Fall,70,Moderately Compatible
Tshirts,Green,Casual,Summer,Shorts,Grey,Sports,Fall,Casual Shoes,Black,Casual,Fall,51,Poor Match
Tshirts,Purple,Casual,Fall,Trousers,Black,Formal,Summer,Sports Shoes,Blue,Sports,Summer,22,Poor Match
Tshirts,White,Casual,Summer,Trousers,Khaki,Casual,Fall,Sports Shoes,Black,Sports,Summer,47,Poor Match
Jackets,Red,Casual,Fall,Trousers,Grey,Formal,Fall,Sports Shoes,White,Sports,Fall,44,Poor Match
Tshirts,Green,Casual,Fall,Trousers,Brown,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,68,Moderately Compatible
Shirts,Brown,Casual,Summer,Shorts,Navy Blue,Sports,Fall,Sports Shoes,White,Sports,Fall,57,Poor Match
Jackets,Red,Casual,Fall,Track Pants,Black,Casual,Fall,Formal Shoes,Black,Formal,Fall,58,Poor Match
Tshirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Fall,47,Poor Match
Tshirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,39,Poor Match
Tshirts,Pink,Casual,Summer,Shorts,Black,Casual,Fall,Casual Shoes,Brown,Casual,Summer,69,Moderately Compatible
Tshirts,Black,Sports,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Red,Casual,Winter,50,Poor Match
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Grey,Sports,Fall,37,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer,90,Highly Compatible
Tshirts,White,Casual,Fall,Track Pants,Charcoal,Sports,Summer,Formal Shoes,Black,Formal,Fall,34,Poor Match
Tshirts,Blue,Casual,Summer,Jeans,White,Casual,Summer,Casual Shoes,Blue,Casual,Summer,79,Moderately Compatible
Tshirts,Black,Casual,Summer,Trousers,Grey,Casual,Summer,Casual Shoes,White,Casual,Spring,83,Highly Compatible
Tshirts,Green,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer,39,Poor Match
Kurtas,Maroon,Ethnic,Summer,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Red,Casual,Winter,40,Poor Match
Shirts,Purple,Casual,Fall,Shorts,Grey,Casual,Fall,Sports Shoes,Black,Sports,Summer,53,Poor Match
Tshirts,Blue,Casual,Summer,Trousers,Green,Casual,Fall,Sports Shoes,Black,Sports,Fall,37,Poor Match
Shirts,Red,Casual,Summer,Shorts,White,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,82,Highly Compatible
Tshirts,Green,Casual,Fall,Shorts,Black,Sports,Summer,Casual Shoes,Black,Casual,Summer,51,Poor Match
Tshirts,Pink,Casual,Summer,Jeans,White,Casual,Summer,Sports Shoes,White,Sports,Summer,61,Moderately Compatible
Shirts,Blue,Casual,Fall,Shorts,Black,Sports,Winter,Sports Shoes,White,Casual,Summer,37,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,83,Highly Compatible
Sweatshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer,38,Poor Match
Shirts,Red,Casual,Summer,Shorts,Beige,Casual,Fall,Casual Shoes,Brown,Casual,Summer,70,Moderately Compatible
Tshirts,Navy Blue,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Casual Shoes,Green,Casual,Summer,72,Moderately Compatible
Tshirts,Green,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Sports Shoes,Black,Sports,Spring,28,Poor Match
Sweatshirts,Purple,Casual,Fall,Track Pants,Black,Casual,Fall,Casual Shoes,White,Casual,Summer,68,Moderately Compatible
Tshirts,Black,Casual,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,White,Casual,Summer,100,Highly Compatible
Shirts,Purple,Casual,Summer,Trousers,Green,Casual,Fall,Casual Shoes,Beige,Casual,Winter,48,Poor Match
Tshirts,Black,Sports,Fall,Shorts,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer,63,Moderately Compatible
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Brown,Casual,Winter,73,Moderately Compatible
Tshirts,Purple,Casual,Summer,Trousers,Blue,Formal,Fall,Casual Shoes,Black,Casual,Summer,39,Poor Match
Shirts,Grey,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer,97,Highly Compatible
Tshirts,Grey,Casual,Summer,Trousers,Blue,Formal,Fall,Casual Shoes,Black,Casual,Summer,50,Poor Match
Tshirts,Navy Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Fall,78,Moderately Compatible
Tshirts,Green,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Fall,53,Poor Match
Tshirts,Brown,Casual,Fall,Trousers,Beige,Casual,Fall,Casual Shoes,Red,Casual,Winter,84,Highly Compatible
Kurtas,Maroon,Ethnic,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Fall,24,Poor Match
Shirts,Grey,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Silver,Sports,Summer,39,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Fall,79,Moderately Compatible
Shirts,Red,Casual,Summer,Shorts,Grey,Casual,Fall,Sports Shoes,Blue,Sports,Summer,41,Poor Match
Tshirts,White,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Sports Shoes,White,Sports,Summer,60,Moderately Compatible
Tshirts,Black,Casual,Summer,Jeans,Black,Casual,Fall,Sports Shoes,White,Sports,Summer,60,Moderately Compatible
Tshirts,Red,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,Mushroom Brown,Casual,Winter,59,Poor Match
Tshirts,Green,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Fall,72,Moderately Compatible
Tshirts,Black,Casual,Summer,Shorts,Red,Sports,Summer,Sports Shoes,White,Sports,Summer,58,Poor Match
Shirts,Blue,Formal,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,38,Poor Match
Tshirts,Grey,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Brown,Casual,Winter,37,Poor Match
Tshirts,White,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,Blue,Casual,Fall,96,Highly Compatible
Tshirts,Green,Casual,Fall,Shorts,Brown,Sports,Summer,Sports Shoes,White,Casual,Summer,53,Poor Match
Tshirts,Blue,Sports,Fall,Jeans,Blue,Casual,Winter,Casual Shoes,White,Casual,Fall,49,Poor Match
Shirts,Yellow,Casual,Fall,Jeans,Black,Casual,Fall,Casual Shoes,Brown,Casual,Winter,69,Moderately Compatible
Shirts,Grey,Casual,Fall,Shorts,Green,Casual,Summer,Casual Shoes,Black,Casual,Summer,67,Moderately Compatible
Tshirts,Grey,Casual,Fall,Trousers,Black,Formal,Fall,Sports Shoes,White,Sports,Summer,63,Moderately Compatible
Tshirts,Blue,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,White,Casual,Summer,60,Moderately Compatible
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Brown,Casual,Winter,71,Moderately Compatible
Shirts,Olive,Casual,Summer,Shorts,Grey,Casual,Summer,Sports Shoes,White,Sports,Summer,60,Moderately Compatible
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Blue,Casual,Summer,73,Moderately Compatible
Tshirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,83,Highly Compatible
Shirts,White,Formal,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Brown,Formal,Winter,48,Poor Match
Tshirts,Blue,Sports,Fall,Shorts,White,Casual,Summer,Casual Shoes,Black,Casual,Summer,51,Poor Match
Tshirts,Grey,Casual,Fall,Shorts,Grey,Sports,Summer,Sports Shoes,Red,Sports,Summer,53,Poor Match
Shirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,48,Poor Match
Tshirts,White,Casual,Summer,Trousers,Brown,Casual,Fall,Casual Shoes,Blue,Casual,Summer,68,Moderately Compatible
Jackets,Blue,Sports,Fall,Shorts,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,42,Poor Match
Tshirts,Red,Casual,Fall,Trousers,Blue,Formal,Fall,Sports Shoes,White,Sports,Summer,24,Poor Match
Shirts,White,Casual,Fall,Shorts,Beige,Casual,Fall,Sports Shoes,Silver,Sports,Summer,53,Poor Match
Sweatshirts,Purple,Casual,Fall,Shorts,Black,Sports,Fall,Casual Shoes,Navy Blue,Casual,Fall,62,Moderately Compatible
Tshirts,Blue,Sports,Fall,Trousers,Grey,Casual,Fall,Casual Shoes,Black,Casual,Summer,47,Poor Match
Tshirts,Green,Casual,Fall,Shorts,Beige,Casual,Fall,Sports Shoes,Black,Sports,Summer,49,Poor Match
Tshirts,White,Casual,Summer,Shorts,Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer,52,Poor Match
Tshirts,Navy Blue,Casual,Fall,Shorts,Red,Sports,Summer,Casual Shoes,Brown,Casual,Winter,39,Poor Match
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Fall,47,Poor Match
Tshirts,Navy Blue,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Beige,Casual,Winter,51,Poor Match
Shirts,Red,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Black,Casual,Summer,47,Poor Match
Shirts,Red,Formal,Fall,Trousers,Black,Casual,Summer,Casual Shoes,Brown,Casual,Summer,50,Poor Match
Tshirts,White,Casual,Summer,Track Pants,Black,Casual,Spring,Sports Shoes,White,Sports,Fall,76,Moderately Compatible
Tshirts,Black,Casual,Summer,Shorts,Black,Casual,Fall,Sports Shoes,Grey,Sports,Summer,59,Poor Match
Tshirts,White,Casual,Summer,Trousers,Cream,Formal,Fall,Casual Shoes,Black,Casual,Summer,53,Poor Match
Tshirts,Purple,Casual,Fall,Track Pants,Charcoal,Sports,Summer,Casual Shoes,White,Casual,Spring,32,Poor Match
Tshirts,Purple,Casual,Summer,Shorts,Black,Sports,Winter,Casual Shoes,Brown,Casual,Winter,53,Poor Match
Kurtas,Maroon,Ethnic,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,White,Sports,Fall,34,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,58,Poor Match
Tshirts,Blue,Casual,Fall,Trousers,Charcoal,Formal,Fall,Sports Shoes,White,Sports,Fall,35,Poor Match
Tshirts,Navy Blue,Casual,Summer,Track Pants,Grey,Sports,Summer,Casual Shoes,Brown,Casual,Winter,60,Moderately Compatible
Tshirts,Grey,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer,93,Highly Compatible
